# Table of General Standard Chinese Characters mapped to Unicode
index number	codepoint
4852	U+5533
4853	U+5530
4854	U+555C
4855	U+5E3B
4856	U+5D1A
4857	U+5D26
4858	U+5E3C
4859	U+5D2E
4860	U+5D24
4861	U+5D06
4862	U+8D47
4863	U+8D48
4864	U+8D4A
4865	U+94D1
4866	U+94D2
4867	U+94D7
4868	U+94D9
4869	U+94DF
4870	U+94E0
4871	U+94E1
4872	U+94E2
4873	U+94E3
4874	U+94E4
4875	U+94E7
4876	U+94E8
4877	U+94E9
4878	U+94EA
4879	U+94EB
4880	U+94EC
4881	U+94EE
4882	U+94EF
4883	U+94F0
4884	U+94F1
4885	U+94F3
4886	U+94F5
4887	U+94F7
4888	U+6C2A
4889	U+727E
4890	U+9E39
4891	U+79FE
4892	U+9036
4893	U+7B3A
4894	U+7B47
4895	U+7B38
4896	U+7B2A
4897	U+7B2E
4898	U+7B20
4899	U+7B25
4900	U+7B24
4901	U+7B33
4902	U+7B3E
4903	U+7B1E
4904	U+507E
4905	U+5043
4906	U+5055
4907	U+5048
4908	U+5080
4909	U+506C
4910	U+507B
4911	U+7691
4912	U+768E
4913	U+9E3B
4914	U+5F9C
4915	U+8238
4916	U+823B
4917	U+8234
4918	U+8237
4919	U+9F9B
4920	U+7FCE
4921	U+812C
4922	U+8118
4923	U+8132
4924	U+5310
4925	U+7317
4926	U+7321
4927	U+731E
4928	U+731D
4929	U+659B
4930	U+7315
4931	U+9997
4932	U+9983
4933	U+9984
4934	U+9E3E
4935	U+5B70
4936	U+5EB9
4937	U+5EBE
4938	U+75D4
4939	U+75CD
4940	U+75B5
4941	U+7FCA
4942	U+65CC
4943	U+65CE
4944	U+88A4
4945	U+9607
4946	U+9608
4947	U+9609
4948	U+960A
4949	U+960B
4950	U+960D
4951	U+960F
4952	U+7F9F
4953	U+7C9D
4954	U+7C95
4955	U+655D
4956	U+7110
4957	U+70EF
4958	U+7113
4959	U+70FD
4960	U+7116
4961	U+70F7
4962	U+7117
4963	U+6E0D
4964	U+6E1A
4965	U+6DC7
4966	U+6DC5
4967	U+6DDE
4968	U+6E0E
4969	U+6DBF
4970	U+6DD6
4971	U+6332
4972	U+6DE0
4973	U+6DB8
4974	U+6E11
4975	U+6DE6
4976	U+6DDD
4977	U+6DEC
4978	U+6DAA
4979	U+6DD9
4980	U+6DAB
4981	U+6E0C
4982	U+6DC4
4983	U+60EC
4984	U+60BB
4985	U+60B1
4986	U+60DD
4987	U+60D8
4988	U+60B8
4989	U+60C6
4990	U+60DA
4991	U+60C7
4992	U+60EE
4993	U+7A95
4994	U+8C0C
4995	U+8C0F
4996	U+6248
4997	U+76B2
4998	U+8C11
4999	U+88C6
5000	U+88B7
5001	U+88C9
5002	U+8C12
5003	U+8C14
5004	U+8C15
5005	U+8C16
5006	U+8C17
5007	U+8C19
5008	U+8C1B
5009	U+8C1D
5010	U+902F
5011	U+90FF
5012	U+9688
5013	U+7C9C
5014	U+968D
5015	U+9697
5016	U+5A67
5017	U+5A4A
5018	U+5A55
5019	U+5A3C
5020	U+5A62
5021	U+5A75
5022	U+80EC
5023	U+8888
5024	U+7FCC
5025	U+607F
5026	U+6B38
5027	U+7EEB
5028	U+9A90
5029	U+7EEE
5030	U+7EEF
5031	U+7EF1
5032	U+9A92
5033	U+7EF2
5034	U+9A93
5035	U+7EF6
5036	U+7EFA
5037	U+7EFB
5038	U+7EFE
5039	U+9A96
5040	U+7F01
5041	U+8020
5042	U+742B
5043	U+7435
5044	U+7436
5045	U+742A
5046	U+745B
5047	U+7426
5048	U+7425
5049	U+7428
5050	U+9753
5051	U+7430
5052	U+742E
5053	U+742F
5054	U+742C
5055	U+741B
5056	U+741A
5057	U+8F87
5058	U+9F0B
5059	U+63F3
5060	U+581E
5061	U+643D
5062	U+63F8
5063	U+63E0
5064	U+5819
5065	U+8D84
5066	U+63D6
5067	U+9889
5068	U+5844
5069	U+63FF
5070	U+800B
5071	U+63C4
5072	U+86E9
5073	U+86F0
5074	U+5846
5075	U+6452
5076	U+63C6
5077	U+63BE
5078	U+8052
5079	U+8451
5080	U+845A
5081	U+9770
5082	U+9778
5083	U+8473
5084	U+847A
5085	U+8478
5086	U+843C
5087	U+8446
5088	U+8469
5089	U+8476
5090	U+848C
5091	U+8431
5092	U+621F
5093	U+846D
5094	U+696E
5095	U+68FC
5096	U+691F
5097	U+68F9
5098	U+6924
5099	U+68F0
5100	U+8D4D
5101	U+690B
5102	U+6901
5103	U+692A
5104	U+68E3
5105	U+6910
5106	U+9E41
5107	U+8983
5108	U+9164
5109	U+9162
5110	U+9161
5111	U+9E42
5112	U+53A5
5113	U+6B9A
5114	U+6B9B
5115	U+96EF
5116	U+96F1
5117	U+8F8A
5118	U+8F8B
5119	U+6920
5120	U+8F8D
5121	U+8F8E
5122	U+6590
5123	U+7744
5124	U+7751
5125	U+7747
5126	U+7743
5127	U+6222
5128	U+558B
5129	U+55D2
5130	U+5583
5131	U+55B1
5132	U+55B9
5133	U+6677
5134	U+5588
5135	U+8DD6
5136	U+8DD7
5137	U+8DDE
5138	U+8DDA
5139	U+8DCE
5140	U+8DCF
5141	U+8DC6
5142	U+86F1
5143	U+86F2
5144	U+86ED
5145	U+86F3
5146	U+86D0
5147	U+86D4
5148	U+86DE
5149	U+86F4
5150	U+86DF
5151	U+86D8
5152	U+5581
5153	U+559F
5154	U+557E
5155	U+55D6
5156	U+5591
5157	U+55DF
5158	U+55BD
5159	U+55DE
5160	U+5580
5161	U+5594
5162	U+5599
5163	U+5D58
5164	U+5D56
5165	U+5D34
5166	U+9044
5167	U+8A48
5168	U+5D4E
5169	U+5D3D
5170	U+5D6C
5171	U+5D5B
5172	U+5D6F
5173	U+5D5D
5174	U+5D6B
5175	U+5E44
5176	U+5D4B
5177	U+8D55
5178	U+94FB
5179	U+94FC
5180	U+94FF
5181	U+9503
5182	U+9502
5183	U+9506
5184	U+9507
5185	U+9509
5186	U+950F
5187	U+9511
5188	U+9512
5189	U+9514
5190	U+9515
5191	U+63A3
5192	U+77EC
5193	U+6C30
5194	U+6BF3
5195	U+6BFD
5196	U+728A
5197	U+7284
5198	U+728B
5199	U+9E44
5200	U+728D
5201	U+5D47
5202	U+9ECD
5203	U+7A03
5204	U+7A02
5205	U+7B5A
5206	U+7B75
5207	U+7B4C
5208	U+50A3
5209	U+5088
5210	U+8204
5211	U+724D
5212	U+50A5
5213	U+50A7
5214	U+9051
5215	U+50A9
5216	U+9041
5217	U+5FA8
5218	U+5AAD
5219	U+7572
5220	U+5F11
5221	U+988C
5222	U+7FD5
5223	U+91C9
5224	U+9E46
5225	U+821C
5226	U+8C82
5227	U+8148
5228	U+814C
5229	U+8153
5230	U+8146
5231	U+8174
5232	U+8151
5233	U+815A
5234	U+8171
5235	U+9C7F
5236	U+9C80
5237	U+9C82
5238	U+988D
5239	U+7322
5240	U+7339
5241	U+7325
5242	U+98D3
5243	U+89DE
5244	U+89DA
5245	U+7331
5246	U+988E
5247	U+98E7
5248	U+9987
5249	U+998A
5250	U+4EB5
5251	U+8114
5252	U+88D2
5253	U+75E3
5254	U+75E8
5255	U+75E6
5256	U+75DE
5257	U+75E4
5258	U+75EB
5259	U+75E7
5260	U+8D53
5261	U+7AE6
5262	U+74FF
5263	U+557B
5264	U+988F
5265	U+9E47
5266	U+9611
5267	U+9612
5268	U+9615
5269	U+7C9E
5270	U+9052
5271	U+5B73
5272	U+712F
5273	U+711C
5274	U+7119
5275	U+7131
5276	U+9E48
5277	U+6E5B
5278	U+6E2B
5279	U+6E6E
5280	U+6E4E
5281	U+6E5C
5282	U+6E2D
5283	U+6E4D
5284	U+6E6B
5285	U+6EB2
5286	U+6E5F
5287	U+6E86
5288	U+6E72
5289	U+6E54
5290	U+6E49
5291	U+6E25
5292	U+6E44
5293	U+6EC1
5294	U+6120
5295	U+60FA
5296	U+6126
5297	U+60F4
5298	U+6100
5299	U+610E
5300	U+6114
5301	U+55BE
5302	U+5BD0
5303	U+8C1F
5304	U+6249
5305	U+88E2
5306	U+88CE
5307	U+88E5
5308	U+797E
5309	U+797A
5310	U+8C20
5311	U+5E42
5312	U+8C21
5313	U+8C25
5314	U+8C27
5315	U+9050
5316	U+5B71
5317	U+5F3C
5318	U+5DFD
5319	U+9A98
5320	U+5AAA
5321	U+5A9B
5322	U+5A77
5323	U+5DEF
5324	U+7FDA
5325	U+76B4
5326	U+5A7A
5327	U+9A9B
5328	U+7F02
5329	U+7F03
5330	U+7F04
5331	U+5F58
5332	U+7F07
5333	U+7F08
5334	U+7F0C
5335	U+7F11
5336	U+7F12
5337	U+7F17
5338	U+98E8
5339	U+8022
5340	U+745A
5341	U+7441
5342	U+745C
5343	U+7457
5344	U+7444
5345	U+7455
5346	U+9068
5347	U+9A9C
5348	U+97EB
5349	U+9AE1
5350	U+586C
5351	U+9122
5352	U+8D94
5353	U+8D91
5354	U+6445
5355	U+6441
5356	U+8707
5357	U+640B
5358	U+642A
5359	U+6410
5360	U+641B
5361	U+6420
5362	U+6448
5363	U+5F40
5364	U+6BC2
5365	U+6426
5366	U+6421
5367	U+84C1
5368	U+6221
5369	U+84CD
5370	U+911E
5371	U+9773
5372	U+84D0
5373	U+84E6
5374	U+9E4B
5375	U+84BD
5376	U+84D3
5377	U+84D6
5378	U+84CA
5379	U+84AF
5380	U+84DF
5381	U+84D1
5382	U+84BF
5383	U+84BA
5384	U+84E0
5385	U+849F
5386	U+84A1
5387	U+84B9
5388	U+84B4
5389	U+8497
5390	U+84E5
5391	U+9890
5392	U+6954
5393	U+6960
5394	U+6942
5395	U+695D
5396	U+696B
5397	U+6978
5398	U+6934
5399	U+69CC
5400	U+696F
5401	U+7699
5402	U+6988
5403	U+69CE
5404	U+6989
5405	U+6966
5406	U+6963
5407	U+6979
5408	U+693D
5409	U+88D8
5410	U+527D
5411	U+7504
5412	U+916E
5413	U+9170
5414	U+916F
5415	U+9169
5416	U+8703
5417	U+789B
5418	U+7893
5419	U+787C
5420	U+7889
5421	U+789A
5422	U+7887
5423	U+789C
5424	U+9E4C
5425	U+8F8F
5426	U+9F83
5427	U+9F85
5428	U+8A3E
5429	U+7CB2
5430	U+865E
5431	U+775A
5432	U+55EA
5433	U+97EA
5434	U+55F7
5435	U+55C9
5436	U+7768
5437	U+7762
5438	U+96CE
5439	U+7765
5440	U+561F
5441	U+55D1
5442	U+55EB
5443	U+55EC
5444	U+55D4
5445	U+55DD
5446	U+6225
5447	U+55C4
5448	U+7166
5449	U+6684
5450	U+9062
5451	U+668C
5452	U+8DEC
5453	U+8DF6
5454	U+8DF8
5455	U+8DD0
5456	U+8DE3
5457	U+8DF9
5458	U+8DFB
5459	U+86F8
5460	U+870A
5461	U+870D
5462	U+8709
5463	U+8723
5464	U+7579
5465	U+86F9
5466	U+55E3
5467	U+55EF
5468	U+55E5
5469	U+55F2
5470	U+55F3
5471	U+55CC
5472	U+55CD
5473	U+55E8
5474	U+55D0
5475	U+55E4
5476	U+55F5
5477	U+7F68
5478	U+5D4A
5479	U+5D69
5480	U+5D74
5481	U+9AB0
5482	U+9517
5483	U+951B
5484	U+951C
5485	U+951D
5486	U+951E
5487	U+951F
5488	U+9522
5489	U+9528
5490	U+9529
5491	U+952D
5492	U+9531
5493	U+96C9
5494	U+6C32
5495	U+728F
5496	U+6B43
5497	U+7A1E
5498	U+7A17
5499	U+7A14
5500	U+7B60
5501	U+7B62
5502	U+7B6E
5503	U+7B72
5504	U+7B71
5505	U+7252
5506	U+7172
5507	U+656B
5508	U+5FAD
5509	U+6106
5510	U+8244
5511	U+89CE
5512	U+6BF9
5513	U+8C8A
5514	U+8C85
5515	U+8C89
5516	U+9894
5517	U+8160
5518	U+8169
5519	U+817C
5520	U+816D
5521	U+8167
5522	U+584D
5523	U+5AB5
5524	U+8A79
5525	U+9C85
5526	U+9C86
5527	U+9C87
5528	U+9C88
5529	U+7A23
5530	U+9C8B
5531	U+9C90
5532	U+8084
5533	U+9E50
5534	U+98D5
5535	U+89E5
5536	U+905B
5537	U+9990
5538	U+9E51
5539	U+4EB6
5540	U+7603
5541	U+75F1
5542	U+75FC
5543	U+75FF
5544	U+7610
5545	U+7601
5546	U+7606
5547	U+9E82
5548	U+88D4
5549	U+6B46
5550	U+65D2
5551	U+96CD
5552	U+9616
5553	U+9617
5554	U+9619
5555	U+7FA7
5556	U+8C62
5557	U+7CB3
5558	U+7337
5559	U+7173
5560	U+715C
5561	U+7168
5562	U+7145
5563	U+714A
5564	U+7178
5565	U+717A
5566	U+6EDF
5567	U+6EB1
5568	U+6E98
5569	U+6F2D
5570	U+6EE2
5571	U+6EA5
5572	U+6EA7
5573	U+6EBD
5574	U+88DF
5575	U+6EBB
5576	U+6EB7
5577	U+6ED7
5578	U+6EEB
5579	U+6EB4
5580	U+6ECF
5581	U+6EC3
5582	U+6EE6
5583	U+6E8F
5584	U+6EC2
5585	U+6ED3
5586	U+6E9F
5587	U+6EEA
5588	U+612B
5589	U+6151
5590	U+614A
5591	U+9C8E
5592	U+9A9E
5593	U+7AA6
5594	U+7AA0
5595	U+7AA3
5596	U+88F1
5597	U+891A
5598	U+88E8
5599	U+88FE
5600	U+88F0
5601	U+798A
5602	U+8C29
5603	U+8C2A
5604	U+5ABE
5605	U+5AEB
5606	U+5AB2
5607	U+5AD2
5608	U+5AD4
5609	U+5AB8
5610	U+7F19
5611	U+7F1C
5612	U+7F1B
5613	U+8F94
5614	U+9A9D
5615	U+7F1F
5616	U+7F21
5617	U+7F22
5618	U+7F23
5619	U+9A9F
5620	U+8025
5621	U+7488
5622	U+7476
5623	U+746D
5624	U+7352
5625	U+89CF
5626	U+615D
5627	U+5AE0
5628	U+97EC
5629	U+53C6
5630	U+9AE6
5631	U+647D
5632	U+5881
5633	U+6482
5634	U+645E
5635	U+6484
5636	U+7FE5
5637	U+8E05
5638	U+646D
5639	U+5889
5640	U+5892
5641	U+6996
5642	U+7DA6
5643	U+852B
5644	U+8537
5645	U+977A
5646	U+977C
5647	U+9785
5648	U+977F
5649	U+750D
5650	U+8538
5651	U+851F
5652	U+853A
5653	U+622C
5654	U+8556
5655	U+853B
5656	U+84FF
5657	U+65A1
5658	U+9E55
5659	U+84FC
5660	U+699B
5661	U+69A7
5662	U+69BB
5663	U+69AB
5664	U+69AD
5665	U+69D4
5666	U+69B1
5667	U+69C1
5668	U+69DF
5669	U+69E0
5670	U+69B7
5671	U+50F0
5672	U+917D
5673	U+9176
5674	U+9179
5675	U+53AE
5676	U+78A1
5677	U+78B4
5678	U+78A3
5679	U+78B2
5680	U+78CB
5681	U+81E7
5682	U+8C68
5683	U+6BA1
5684	U+9706
5685	U+9701
5686	U+8F95
5687	U+871A
5688	U+88F4
5689	U+7FE1
5690	U+9F87
5691	U+9F88
5692	U+777F
5693	U+4056
5694	U+777D
5695	U+561E
5696	U+5608
5697	U+560C
5698	U+5601
5699	U+560E
5700	U+66A7
5701	U+669D
5702	U+8E0C
5703	U+8E09
5704	U+871E
5705	U+8725
5706	U+872E
5707	U+8748
5708	U+8734
5709	U+8731
5710	U+8729
5711	U+8737
5712	U+873F
5713	U+8782
5714	U+8722
5715	U+5618
5716	U+5621
5717	U+9E57
5718	U+5623
5719	U+5624
5720	U+561A
5721	U+55FE
5722	U+5627
5723	U+7F74
5724	U+7F71
5725	U+5E54
5726	U+5D82
5727	U+5E5B
5728	U+8D59
5729	U+7F42
5730	U+9AB7
5731	U+9AB6
5732	U+9E58
5733	U+9532
5734	U+9534
5735	U+9536
5736	U+9537
5737	U+9538
5738	U+9535
5739	U+9541
5740	U+9542
5741	U+7292
5742	U+7B90
5743	U+7BA6
5744	U+7BA7
5745	U+7B8D
5746	U+7BB8
5747	U+7BAC
5748	U+7B85
5749	U+7BAA
5750	U+7B94
5751	U+7B9C
5752	U+7BA2
5753	U+7B93
5754	U+6BD3
5755	U+50D6
5756	U+5106
5757	U+50F3
5758	U+50ED
5759	U+5281
5760	U+50EE
5761	U+9B43
5762	U+9B46
5763	U+777E
5764	U+824B
5765	U+9131
5766	U+8188
5767	U+8191
5768	U+9C91
5769	U+9C94
5770	U+9C9A
5771	U+9C9B
5772	U+9C9F
5773	U+7350
5774	U+89EB
5775	U+96D2
5776	U+5924
5777	U+9991
5778	U+92AE
5779	U+587E
5780	U+9EBD
5781	U+760C
5782	U+760A
5783	U+7618
5784	U+7619
5785	U+5ED6
5786	U+97F6
5787	U+65D6
5788	U+8182
5789	U+961A
5790	U+912F
5791	U+9C9E
5792	U+7CBF
5793	U+7CBC
5794	U+7CBD
5795	U+7CC1
5796	U+69CA
5797	U+9E5A
5798	U+7198
5799	U+71A5
5800	U+6F62
5801	U+6F15
5802	U+6EF9
5803	U+6F2F
5804	U+6F36
5805	U+6F4B
5806	U+6F74
5807	U+6F2A
5808	U+6F09
5809	U+6F33
5810	U+6F29
5811	U+6F89
5812	U+6F4D
5813	U+6175
5814	U+6434
5815	U+7AA8
5816	U+5BE4
5817	U+7DAE
5818	U+8C2E
5819	U+8921
5820	U+8919
5821	U+8913
5822	U+891B
5823	U+890A
5824	U+8C2F
5825	U+8C30
5826	U+8C32
5827	U+66A8
5828	U+5C63
5829	U+9E5B
5830	U+5AE3
5831	U+5AF1
5832	U+5AD6
5833	U+5AE6
5834	U+5ADA
5835	U+5AD8
5836	U+5AE1
5837	U+9F10
5838	U+7FDF
5839	U+7780
5840	U+9E5C
5841	U+9AA0
5842	U+7F25
5843	U+7F26
5844	U+7F27
5845	U+7F28
5846	U+9AA2
5847	U+7F2A
5848	U+7F2B
5849	U+8026
5850	U+8027
5851	U+747E
5852	U+749C
5853	U+7480
5854	U+748E
5855	U+7481
5856	U+748B
5857	U+7487
5858	U+596D
5859	U+9AEF
5860	U+9AEB
5861	U+64B7
5862	U+6485
5863	U+8D6D
5864	U+64B8
5865	U+92C6
5866	U+6499
5867	U+64BA
5868	U+5880
5869	U+8069
5870	U+89D0
5871	U+9791
5872	U+8559
5873	U+9792
5874	U+8548
5875	U+8568
5876	U+8564
5877	U+855E
5878	U+857A
5879	U+77A2
5880	U+8543
5881	U+8572
5882	U+8D5C
5883	U+69FF
5884	U+6A2F
5885	U+69ED
5886	U+6A17
5887	U+6A18
5888	U+6A0A
5889	U+69F2
5890	U+918C
5891	U+9185
5892	U+9765
5893	U+9B47
5894	U+990D
5895	U+78D4
5896	U+78D9
5897	U+9708
5898	U+8F98
5899	U+9F89
5900	U+9F8A
5901	U+89D1
5902	U+778C
5903	U+778B
5904	U+7791
5905	U+562D
5906	U+564E
5907	U+5676
5908	U+9899
5909	U+66B9
5910	U+5658
5911	U+8E14
5912	U+8E1D
5913	U+8E1F
5914	U+8E12
5915	U+8E2C
5916	U+8E2E
5917	U+8E2F
5918	U+8E3A
5919	U+8E1E
5920	U+877D
5921	U+877E
5922	U+877B
5923	U+8770
5924	U+876E
5925	U+878B
5926	U+8753
5927	U+8763
5928	U+877C
5929	U+5657
5930	U+562C
5931	U+989A
5932	U+564D
5933	U+5662
5934	U+5659
5935	U+565C
5936	U+564C
5937	U+5654
5938	U+989B
5939	U+5E5E
5940	U+5E61
5941	U+5D99
5942	U+5D9D
5943	U+9ABA
5944	U+9ABC
5945	U+9AB8
5946	U+954A
5947	U+9549
5948	U+954C
5949	U+954D
5950	U+954F
5951	U+9552
5952	U+9553
5953	U+9554
5954	U+7A37
5955	U+7BB4
5956	U+7BD1
5957	U+7BC1
5958	U+7BCC
5959	U+7BC6
5960	U+7256
5961	U+510B
5962	U+5FB5
5963	U+78D0
5964	U+8662
5965	U+9E5E
5966	U+8198
5967	U+6ED5
5968	U+9CA0
5969	U+9CA1
5970	U+9CA2
5971	U+9CA3
5972	U+9CA5
5973	U+9CA7
5974	U+9CA9
5975	U+7357
5976	U+7360
5977	U+89EF
5978	U+9993
5979	U+9994
5980	U+9EBE
5981	U+5EDB
5982	U+761B
5983	U+763C
5984	U+7622
5985	U+7620
5986	U+9F51
5987	U+7FAF
5988	U+7FB0
5989	U+25ED7
5990	U+9074
5991	U+7CCC
5992	U+7CCD
5993	U+7CC5
5994	U+719C
5995	U+71B5
5996	U+71A0
5997	U+6F8D
5998	U+6F8C
5999	U+6F78
6000	U+6F66
6001	U+6F72
6002	U+92C8
6003	U+6F5F
6004	U+6F7C
6005	U+6F7A
6006	U+61AC
6007	U+61A7
6008	U+5BEE
6009	U+7AB3
6010	U+8C33
6011	U+8934
6012	U+891F
6013	U+892B
6014	U+8C35
6015	U+71A8
6016	U+5C66
6017	U+5B09
6018	U+52F0
6019	U+622E
6020	U+8765
6021	U+7F2C
6022	U+7F2E
6023	U+7F2F
6024	U+9AA3
6025	U+757F
6026	U+8029
6027	U+8028
6028	U+802A
6029	U+749E
6030	U+749F
6031	U+975B
6032	U+74A0
6033	U+7498
6034	U+8071
6035	U+87AF
6036	U+9AFB
6037	U+9AED
6038	U+9AF9
6039	U+64C0
6040	U+71B9
6041	U+750F
6042	U+64DE
6043	U+7E20
6044	U+78EC
6045	U+989E
6046	U+857B
6047	U+9798
6048	U+989F
6049	U+85A4
6050	U+85A8
6051	U+6AA0
6052	U+858F
6053	U+85AE
6054	U+859C
6055	U+8585
6056	U+6A3E
6057	U+6A5B
6058	U+6A47
6059	U+6A35
6060	U+6A8E
6061	U+6A79
6062	U+6A3D
6063	U+6A28
6064	U+6A7C
6065	U+58BC
6066	U+6A50
6067	U+7FEE
6068	U+919B
6069	U+9190
6070	U+918D
6071	U+919A
6072	U+78F2
6073	U+8D5D
6074	U+98D9
6075	U+6BAA
6076	U+9716
6077	U+970F
6078	U+9713
6079	U+933E
6080	U+8F9A
6081	U+81FB
6082	U+907D
6083	U+6C05
6084	U+779F
6085	U+77A0
6086	U+77B0
6087	U+5684
6088	U+5686
6089	U+5664
6090	U+66BE
6091	U+8E40
6092	U+8E39
6093	U+8E35
6094	U+8E3D
6095	U+8E49
6096	U+8E41
6097	U+87A8
6098	U+87D2
6099	U+8788
6100	U+8785
6101	U+87AD
6102	U+87A0
6103	U+879F
6104	U+5671
6105	U+566C
6106	U+566B
6107	U+567B
6108	U+567C
6109	U+7F79
6110	U+571C
6111	U+4983
6112	U+9556
6113	U+9557
6114	U+9558
6115	U+955A
6116	U+955B
6117	U+955D
6118	U+955E
6119	U+9560
6120	U+6C07
6121	U+6C06
6122	U+61A9
6123	U+7A51
6124	U+7BDD
6125	U+7BE5
6126	U+7BE6
6127	U+7BEA
6128	U+7BD9
6129	U+76E5
6130	U+5293
6131	U+7FF1
6132	U+9B49
6133	U+9B48
6134	U+5FBC
6135	U+6B59
6136	U+81B3
6137	U+81A6
6138	U+8199
6139	U+9CAE
6140	U+9CB1
6141	U+9CB2
6142	U+9CB3
6143	U+9CB4
6144	U+9CB5
6145	U+9CB7
6146	U+9CBB
6147	U+7374
6148	U+736D
6149	U+736C
6150	U+9082
6151	U+9E67
6152	U+5EE8
6153	U+8D5F
6154	U+7630
6155	U+5EEA
6156	U+763F
6157	U+7635
6158	U+7634
6159	U+7643
6160	U+7633
6161	U+6593
6162	U+9E87
6163	U+9E88
6164	U+5B34
6165	U+58C5
6166	U+7FB2
6167	U+7CD7
6168	U+77A5
6169	U+7511
6170	U+71CE
6171	U+71E0
6172	U+71D4
6173	U+71E7
6174	U+6FD1
6175	U+6FC9
6176	U+6F5E
6177	U+6FA7
6178	U+6FB9
6179	U+6FA5
6180	U+6FB6
6181	U+6FC2
6182	U+8930
6183	U+5BF0
6184	U+7AB8
6185	U+8936
6186	U+79A7
6187	U+5B16
6188	U+729F
6189	U+96B0
6190	U+5B17
6191	U+98A1
6192	U+7F31
6193	U+7F32
6194	U+7F33
6195	U+74A8
6196	U+74A9
6197	U+7490
6198	U+74AA
6199	U+87AB
6200	U+64E4
6201	U+58D5
6202	U+89F3
6203	U+7F44
6204	U+64E2
6205	U+85B9
6206	U+97A1
6207	U+97AC
6208	U+85B7
6209	U+85B0
6210	U+85D3
6211	U+85C1
6212	U+6A84
6213	U+6AA9
6214	U+61CB
6215	U+91A2
6216	U+7FF3
6217	U+7905
6218	U+78F4
6219	U+9E69
6220	U+9F8B
6221	U+9F8C
6222	U+8C73
6223	U+58D1
6224	U+9EFB
6225	U+568F
6226	U+5685
6227	U+8E51
6228	U+8E52
6229	U+8E4A
6230	U+87E5
6231	U+87AC
6232	U+87B5
6233	U+7583
6234	U+87B3
6235	U+87D1
6236	U+5693
6237	U+7F81
6238	U+7F7D
6239	U+7F7E
6240	U+5DB7
6241	U+9EDC
6242	U+9EDD
6243	U+9AC1
6244	U+9AC0
6245	U+9561
6246	U+9562
6247	U+9563
6248	U+9566
6249	U+9567
6250	U+9569
6251	U+956A
6252	U+956B
6253	U+7F45
6254	U+9ECF
6255	U+7C0C
6256	U+7BFE
6257	U+7BFC
6258	U+7C16
6259	U+7C0B
6260	U+9F22
6261	U+9EDB
6262	U+5121
6263	U+9E6A
6264	U+9F3E
6265	U+76A4
6266	U+9B4D
6267	U+9FA0
6268	U+7E47
6269	U+8C98
6270	U+9088
6271	U+8C94
6272	U+81CC
6273	U+81BB
6274	U+81C6
6275	U+81C3
6276	U+9CBC
6277	U+9CBD
6278	U+9CC0
6279	U+9CC3
6280	U+9CC5
6281	U+9CC7
6282	U+9CCA
6283	U+87BD
6284	U+71EE
6285	U+9E6B
6286	U+8944
6287	U+7CDC
6288	U+7E3B
6289	U+81BA
6290	U+764D
6291	U+9E8B
6292	U+61D1
6293	U+6FE1
6294	U+6FEE
6295	U+6FDE
6296	U+6FE0
6297	U+6FEF
6298	U+8E47
6299	U+8B07
6300	U+9083
6301	U+8941
6302	U+6A97
6303	U+64D8
6304	U+5B7A
6305	U+96B3
6306	U+5B37
6307	U+87CA
6308	U+9E6C
6309	U+936A
6310	U+93CA
6311	U+9CCC
6312	U+9B08
6313	U+9B03
6314	U+77BD
6315	U+97AF
6316	U+97A8
6317	U+97AB
6318	U+97A7
6319	U+97A3
6320	U+85DC
6321	U+85E0
6322	U+85E9
6323	U+91AA
6324	U+8E59
6325	U+7913
6326	U+71F9
6327	U+992E
6328	U+77BF
6329	U+66DB
6330	U+98A2
6331	U+66DC
6332	U+8E87
6333	U+8E5A
6334	U+9E6D
6335	U+87DB
6336	U+87EA
6337	U+87E0
6338	U+87EE
6339	U+9E6E
6340	U+9EE0
6341	U+9EDF
6342	U+9AC5
6343	U+9AC2
6344	U+956C
6345	U+956D
6346	U+956F
6347	U+99A5
6348	U+7C1F
6349	U+7C2A
6350	U+9F2C
6351	U+96E0
6352	U+825F
6353	U+9CCE
6354	U+9CCF
6355	U+9CD0
6356	U+765E
6357	U+7654
6358	U+765C
6359	U+7656
6360	U+7CE8
6361	U+8E69
6362	U+938F
6363	U+61F5
6364	U+5F5D
6365	U+908B
6366	U+9B0F
6367	U+6509
6368	U+6512
6369	U+97B2
6370	U+97B4
6371	U+85FF
6372	U+8627
6373	U+8605
6374	U+9E93
6375	U+91AE
6376	U+91AF
6377	U+9143
6378	U+972A
6379	U+972D
6380	U+9728
6381	U+9EFC
6382	U+56AF
6383	U+8E70
6384	U+8E76
6385	U+8E7D
6386	U+8E7C
6387	U+8E74
6388	U+8E7E
6389	U+8E7F
6390	U+8816
6391	U+8813
6392	U+87FE
6393	U+880A
6394	U+9EE2
6395	U+9ACB
6396	U+9ACC
6397	U+9572
6398	U+7C40
6399	U+7C41
6400	U+9F41
6401	U+9B51
6402	U+8268
6403	U+9CD3
6404	U+9CD4
6405	U+9CD5
6406	U+9CD7
6407	U+9CD9
6408	U+9E92
6409	U+93D6
6410	U+7FB8
6411	U+3E06
6412	U+701A
6413	U+7023
6414	U+701B
6415	U+8966
6416	U+8C36
6417	U+895E
6418	U+9AA5
6419	U+7F35
6420	U+74D2
6421	U+6518
6422	U+8629
6423	U+8616
6424	U+91B4
6425	U+9730
